product,vendor,category,price,ranking,skin_type,skin_type_code,skin_problem_code
goodal-apple-aha-clearing-ampoule,Goodal,Serum,20.45,4.4,Normal,N,
goodal-green-tangerine-vita-c-cream-intense,Goodal,Moisturisers,20.95,3.75,Normal,N,
hamel-vegan-relief-water-essence-sun-cream,Hamel,Sunscreen,21.95,5.0,Normal,N,
hamel-double-shot-12gf-core-glow-mist-serum,Hamel,Serum,27.95,0.0,"Dry, Sensitive, Normal","D, N",S
hamel-cera-soothing-cream,Hamel,Moisturisers,27.95,5.0,"Dry, Normal","D, N",
hamel-glow-12gf-hyal-essence-toner,Hamel,Toner,23.95,5.0,"Acne, Normal",N,A
haruharu-wonder-black-rice-hyaluronic-toner,Haruharu WONDER,Toner,20.52,4.68,Normal,N,
black-rice-moisture-5-5-soft-cleansing-gel,Haruharu WONDER,Cleanser,14.15,4.64,Normal,N,
haruharu-wonder-black-rice-moisture-deep-cleansing-oil,Haruharu WONDER,Cleanser,19.54,4.55,Normal,N,
haruharu-wonder-black-rice-10-hyaluronic-cream,Haruharu WONDER,Moisturisers,15.51,4.42,"Normal, Dry","N, D",
haruharu-wonder-black-rice-facial-oil,Haruharu WONDER,Serum,18.26,4.66,Normal,N,
haruharu-wonder-black-rice-hyaluronic-anti-wrinkle-serum,Haruharu WONDER,Serum,22.48,4.71,Normal,N,
haruharu-wonder-black-bamboo-mist,Haruharu WONDER,Toner,17.5,4.57,Normal,N,
haruharu-wonder-black-rice-moisture-airfit-daily-sunscreen-spf50-pa-1,Haruharu WONDER,Sunscreen,18.95,4.59,"Sensitive, Normal, Dry","N, D",S
haruharu-wonder-black-rice-hyaluronic-toner-free-of-alcohol-fragrance,Haruharu WONDER,Toner,21.45,4.64,"Acne, Sensitive, Dry, Normal","D, N","A, S"
haruharu-wonder-black-rice-soft-peeling-gel,Haruharu WONDER,Exfoliators,19.54,4.83,Normal,N,
haruharu-wonder-centella-phyto-5-peptide-concentrate-cream,Haruharu WONDER,Moisturisers,21.95,4.83,"Sensitive, Dry, Normal","D, N",S
haruharu-wonder-black-rice-10-hyaluronic-cream-unscented,Haruharu WONDER,Moisturisers,17.95,4.56,"Dry, Sensitive, Normal","D, N",S
haruharu-wonder-black-rice-triple-aha-gentle-cleansing-gel,Haruharu WONDER,Cleanser,16.95,4.6,"Acne, Pore care, Normal",N,"A, Pore"
haruharu-wonder-black-rice-serum,Haruharu WONDER,Serum,24.95,4.68,Normal,N,
haruharu-wonder-centella-4-txa-dark-spot-go-away-serum-copy,Haruharu WONDER,Serum,23.95,4.8,"Pigmentation, Sensitive, Normal",N,"P, S"
haruharu-wonder-black-rice-pure-mineral-relief-daily-sunscreen,Haruharu WONDER,Sunscreen,18.56,3.67,"Sensitive, Dry, Normal","D, N",S
haruharu-wonder-black-rice-hyaluronic-essence,Haruharu WONDER,Essence,20.52,4.56,Normal,N,
haruharu-wonder-black-bamboo-nourishing-calming-hand-nail-cream,Haruharu WONDER,Moisturisers,11.95,4.33,Normal,N,
haruharu-wonder-honey-green-aqua-bomb-cream,Haruharu WONDER,Moisturisers,24.45,3.8,Normal,N,
haruharu-wonder-black-rice-probiotics-barrier-essence,Haruharu WONDER,Essence,21.95,5.0,"Dry, Sensitive, Dry","D, D",S
haruharu-wonder-maqui-berry-anti-oxidant-cream,Haruharu WONDER,Moisturisers,23.95,4.2,Normal,N,
haruharu-wonder-centella-3-pha-gentle-liquid-exfoliating-serum,Haruharu WONDER,Serum,21.5,5.0,"Acne, Normal",N,A
haruharu-bunny-bundle,Haruharu WONDER,Set,69.12,5.0,Normal,N,
haruharu-wonder-black-rice-hyaluronic-botanical-2gf-wonderful-ampoule,Haruharu WONDER,Serum,38.95,5.0,"Acne, Dry, Sensitive, Normal","D, N","A, S"
haruharu-wonder-centella-sunflower-makeup-melting-cleansing-balm,Haruharu WONDER,Cleanser,20.95,0.0,"Dry, Normal","D, N",
haruharu-wonder-black-bamboo-daily-soothing-sun-shield-spf50-pa,Haruharu WONDER,Sunscreen,20.95,5.0,"Sensitive, Dry, Normal","D, N",S
haruharu-wonder-honey-green-repairative-cream,Haruharu WONDER,Moisturisers,24.45,5.0,Normal,N,
haruharu-wonder-honey-green-brilliant-cream,Haruharu WONDER,Moisturisers,25.95,4.5,Normal,N,
heimish-all-clean-balm,Heimish,Cleanser,15.62,4.77,Normal,N,
heimish-all-clean-green-foam,Heimish,Cleanser,11.25,4.56,Normal,N,
heimish-artless-glow-base-spf50,Heimish,Sunscreen,18.56,4.48,Normal,N,
heimish-all-clean-balm-mandarin,Heimish,Cleanser,17.58,4.79,Normal,N,
heimish-bulgarian-rose-satin-cream,Heimish,Moisturisers,24.44,4.43,"Dry, Dry","D, D",
heimish-black-tea-mask-pack,Heimish,Face Mask,18.56,4.7,Normal,N,
heimish-marine-care-retinol-eye-serum,Heimish,Eye serum,16.95,4.4,Dry,D,
heimish-all-clean-green-pore-toner-pad,Heimish,Toner Pads,26.4,0.0,Normal,N,
heimish-bulgarian-rose-tone-up-sunscreen,Heimish,Sunscreen,19.45,3.9,Normal,N,
heimish-matcha-biome-intensive-repair-cream,Heimish,Moisturisers,21.5,5.0,"Sensitive, Dry",D,S
heimish-bulgarian-rose-mist-serum,Heimish,Toner,18.95,5.0,Normal,N,
heimish-matcha-biome-amino-acne-cleansing-foam,Heimish,Cleanser,17.62,0.0,"Acne, Normal",N,A
heimish-aqua-tone-up-cream,Heimish,Moisturisers,19.95,0.0,Normal,N,
olika-hlikapure-essence-mask-sheet,Holika Holika,Face Mask,1.75,4.91,Normal,N,
holika-holika-aloe-99-soothing-gel,Holika Holika,Moisturisers,8.95,4.84,Normal,N,
holika-holika-pig-nose-clear-black-head-3-step-kit,Holika Holika,Face Mask,2.95,3.9,Normal,N,
holika-holika-good-cera-super-ceramide-cream,Holika Holika,Moisturisers,18.95,4.7,Normal,N,
holika-holika-good-cera-super-ceramide-moisture-balm,Holika Holika,Moisturisers,15.95,5.0,Normal,N,
holika-holika-good-cera-super-ceramide-emulsion,Holika Holika,Moisturisers,14.95,3.83,Normal,N,
holika-holika-good-cera-super-ceramide-cream-in-serum,Holika Holika,Serum,24.45,5.0,Normal,N,
holika-holika-wine-therapy-sleeping-mask-white-wine,Holika Holika,Face Mask,12.95,4.71,Normal,N,
holika-holika-less-on-skin-redness-calming-cica-balm,Holika Holika,Moisturisers,22.95,5.0,Normal,N,
holika-holika-wine-therapy-sleeping-mask-red-wine,Holika Holika,Face Mask,13.4,4.83,Normal,N,
holika-holika-less-on-skin-micellar-cleansing-gel,Holika Holika,Cleanser,11.95,5.0,Normal,N,
holika-holika-after-mask-sheet,Holika Holika,Face Mask,2.13,5.0,Normal,N,
holika-holika-sleek-egg-skin-peeling-gel,Holika Holika,Exfoliators,9.49,0.0,Normal,N,
holika-holika-water-melon-mask-sheet,Holika Holika,Face Mask,2.95,4.67,Normal,N,
holika-holika-pig-collagen-jelly-pack,Holika Holika,Moisturisers,14.95,0.0,Normal,N,
holika-holika-water-melon-aqua-sleeping-mask,Holika Holika,Face Mask,22.95,3.0,Normal,N,
holika-holika-prime-youth-black-snail-repair-emulsion,Holika Holika,Moisturisers,27.51,5.0,Normal,N,
holika-holika-water-melon-96-soothing-gel,Holika Holika,Moisturisers,13.51,0.0,Normal,N,
house-of-hur-brightening-skin-prep-essence-pad,House of Hur,Toner Pads,23.95,0.0,"Acne, Dry, Normal","D, N",A
house-of-hur-clearing-skin-prep-essence-pad,House of Hur,Toner Pads,20.95,0.0,"Acne, Sensitive, Normal",N,"A, S"
house-of-hur-weightless-sun-fluid,House of Hur,Sunscreen,19.54,5.0,"Sensitive, Normal",N,S
hyggee-relief-blue-flower-mask,HYGGEE,Face Mask,1.95,4.81,Normal,N,
hyggee-natural-repair-serum,HYGGEE,Serum,12.95,4.61,Normal,N,
hyggee-all-in-one-mist,HYGGEE,Toner,12.25,4.69,Normal,N,
hyggee-active-red-flower-mask,HYGGEE,Face Mask,1.71,4.58,Normal,N,
hyggee-ph-hyaluron-gel-cleanser,HYGGEE,Cleanser,8.95,4.29,Normal,N,
hyggee-all-in-one-care-cleansing-water,HYGGEE,Cleanser,16.51,5.0,Normal,N,
hyggee-all-in-one-cream,HYGGEE,Moisturisers,21.95,4.83,Normal,N,
hyggee-all-in-one-care-cleansing-foam,HYGGEE,Cleanser,18.95,4.5,Normal,N,
hyggee-all-in-one-essence,HYGGEE,Essence,24.95,5.0,Normal,N,
hyggee-soft-reset-green-cleansing-foam,HYGGEE,Cleanser,22.95,5.0,"Dry, Sensitive, Dry","D, D",S
hyggee-soft-reset-green-cleansing-balm,HYGGEE,Cleanser,24.95,4.0,Normal,N,
hyggee-one-step-facial-essence-balance,HYGGEE,Essence,20.51,3.0,Normal,N,
hyggee-one-step-facial-essence-fresh,HYGGEE,Essence,20.51,0.0,Normal,N,
i-dew-care-bright-side-up,I DEW CARE,Serum,20.95,4.15,Normal,N,
i-dew-care-mini-scoops,I DEW CARE,Face Mask,17.95,4.83,Normal,N,
i-dew-care-say-you-do,I DEW CARE,Moisturisers,19.95,4.43,Normal,N,
i-dew-care-meet-your-patch,I DEW CARE,Face Mask,19.95,4.86,Normal,N,
i-dew-care-magic-chrome-mask-sugar-kitten,I DEW CARE,Face Mask,19.95,4.67,Normal,N,
i-dew-care-berry-melting,I DEW CARE,Cleanser,19.95,4.89,Normal,N,
i-dew-care-namaste-kitten,I DEW CARE,Cleanser,16.95,4.2,Normal,N,
i-dew-care-berry-groovy,I DEW CARE,Face Mask,19.95,4.86,Normal,N,
i-dew-care-cake-my-day,I DEW CARE,Face Mask,20.95,5.0,Normal,N,
i-dew-care-juicy-kitten-purifying-power-green-serum,I DEW CARE,Serum,20.95,4.83,Normal,N,
i-dew-care-mini-meow-trio,I DEW CARE,Face Mask,18.95,4.5,Normal,N,
i-dew-care-yoga-kitten,I DEW CARE,Face Mask,20.95,4.0,Normal,N,
i-dew-care-matcha-mood,I DEW CARE,Face Mask,20.95,3.67,Normal,N,
im-from-rice-toner,I'm From,Toner,27.38,4.62,Normal,N,
im-from-honey-mask,I'm From,Face Mask,32.94,4.79,Normal,N,
im-from-mugwort-sheet-mask,I'm From,Face Mask,3.37,4.86,Normal,N,
im-from-mugwort-essence,I'm From,Essence,35.95,4.71,Normal,N,
im-from-mugwort-mask,I'm From,Face Mask,27.73,4.83,Normal,N,
im-from-rice-cream,I'm From,Moisturisers,31.3,4.65,Normal,N,
rice-mask,I'm From,Face Mask,27.38,4.35,"Dry, Combination","D, C",
im-from-rice-serum,I'm From,Serum,27.38,4.69,Normal,N,
im-from-ginseng-serum,I'm From,Serum,28.36,4.94,Normal,N,
im-from-honey-glow-cream,I'm From,Moisturisers,33.26,4.91,Normal,N,
im-from-vitamin-tree-water-gel,I'm From,Moisturisers,27.45,4.67,Normal,N,
im-from-ginseng-mask,I'm From,Face Mask,34.95,4.6,"Sensitive, Normal",N,S
im-from-beet-energy-ampoule,I'm From,Ampoules,19.95,3.6,"Sensitive, Acne, Normal",N,"S, A"
fig-cleansing-balm,I'm From,Cleanser,33.26,4.33,Normal,N,
im-from-honey-serum,I'm From,Serum,29.34,4.86,Normal,N,
im-from-vitamin-fruit-serum,I'm From,Serum,22.48,4.8,"Sensitive, Normal",N,S
im-from-beet-purifying-mask,I'm From,Face Mask,27.95,4.6,Dry,D,
im-from-mugwort-gel-cleanser,I'm From,Cleanser,17.95,3.0,"Sensitive, Normal",N,S
im-from-beet-refresh-pad,I'm From,Toner Pads,21.95,3.0,Normal,N,
im-from-pear-soothing-pad,I'm From,Toner,24.95,4.5,Normal,N,
innisfree-super-volcanic-pore-clay-mask,Innisfree,Face Mask,19.54,4.7,Normal,N,
innisfree-jeju-cherry-blossom-jelly-cream,Innisfree,Moisturisers,24.95,4.53,Normal,N,
innisfree-my-real-squeeze-mask,Innisfree,Face Mask,2.51,4.84,Normal,N,
innisfree-green-tea-seed-serum,Innisfree,Serum,20.45,4.7,Normal,N,
innisfree-green-tea-seed-cream,Innisfree,Moisturisers,23.95,4.76,Normal,N,
innisfree-jeju-volcanic-pore-clay-mask,Innisfree,Face Mask,14.95,4.78,Normal,N,
innisfree-blueberry-rebalancing-5-5-cleanser,Innisfree,Cleanser,9.84,4.5,Normal,N,
innisfree-squeeze-energy-mask,Innisfree,Face Mask,2.95,5.0,Normal,N,
innisfree-jeju-cherry-blossom-tone-up-cream,Innisfree,Moisturisers,22.95,4.48,Normal,N,
innisfree-jeju-volcanic-pore-cleansing-foam,Innisfree,Cleanser,12.95,4.87,Normal,N,
innisfree-green-tea-hydrating-amino-acid-cleansing-foam,Innisfree,Cleanser,17.58,4.94,Normal,N,
innisfree-green-tea-seed-skin-toner,Innisfree,Toner,22.0,4.67,Normal,N,
innisfree-green-tea-balancing-cream,Innisfree,Moisturisers,23.95,3.67,Normal,N,
innisfree-jeju-cherry-blossom-lotion,Innisfree,Moisturisers,16.95,4.55,Normal,N,
innisfree-green-tea-sleeping-mask,Innisfree,Face Mask,19.95,4.82,Normal,N,
innisfree-blueberry-rebalancing-skin,Innisfree,Toner,12.95,4.7,Normal,N,
innisfree-jeju-orchid-enriched-cream,Innisfree,Moisturisers,29.95,4.86,Normal,N,
innisfree-blueberry-rebalancing-lotion,Innisfree,Moisturisers,12.55,4.3,Normal,N,
innisfree-super-volcanic-pore-micellar-cleansing-foam-2x,Innisfree,Cleanser,14.95,5.0,Normal,N,
innisfree-green-tea-hydrating-amino-acid-cleansing-oil,Innisfree,Cleanser,19.95,5.0,Normal,N,
innisfree-apple-seed-lip-and-eye-remover-tissue,Innisfree,Cleanser,4.95,4.44,Normal,N,
innisfree-volcanic-pore-bha-cleansing-foam,Innisfree,Cleanser,14.95,5.0,Normal,N,
innisfree-clarifying-emulsion-with-bija-seed-oil,Innisfree,Moisturisers,16.95,4.75,Normal,N,
innisfree-olive-real-cleansing-tissue,Innisfree,Cleanser,12.95,5.0,"Dry, Normal","D, N",
innisfree-jeju-volcanic-blackhead-3-step-program,Innisfree,Face Mask,4.95,4.5,Normal,N,
innisfree-bija-cica-balm,Innisfree,Moisturisers,21.95,3.0,Normal,N,
hyaluronic-acid-watery-sun-gel-spf50-pa,Isntree,Sunscreen,15.62,4.83,Normal,N,
isntree-hyaluronic-acid-moist-cream,Isntree,Moisturisers,16.11,4.71,Normal,N,
isntree-hyaluronic-acid-airy-sun-stick-spf50-pa,Isntree,Sunscreen,19.58,4.68,Normal,N,
isntree-green-tea-fresh-toner,Isntree,Toner,16.11,4.55,"Sensitive, Oily, Combination","O, C",S
isntree-spot-saver-mugwort-gauze-mask,Isntree,Face Mask,2.51,4.77,"Sensitive, Acne",,"S, A"
isntree-hyaluronic-acid-aqua-gel-cream,Isntree,Moisturisers,15.62,4.69,Normal,N,
isntree-hyaluronic-acid-toner,Isntree,Toner,15.95,4.69,Normal,N,
isntree-real-mugwort-clay-mask,Isntree,Face Mask,18.95,4.41,Normal,N,
isntree-hyaluronic-acid-water-essence,Isntree,Essence,21.12,4.69,Normal,N,
isntree-tw-real-bifida-ampoule,Isntree,Serum,20.52,4.76,Normal,N,
isntree-c-niacin-toning-ampoule,Isntree,Serum,15.62,4.61,Normal,N,
isntree-hyaluronic-acid-toner-plus,Isntree,Toner,16.6,4.68,Normal,N,
isntree-hyaluronic-acid-water-sleeping-mask,Isntree,Moisturisers,19.54,4.66,Normal,N,
isntree-clear-skin-8-aha-essence,Isntree,Essence,15.62,4.49,Normal,N,
isntree-hyper-retinol-ex-1-0-serum,Isntree,Serum,18.56,4.56,"Dry, Normal","D, N",
isntree-hyper-niacinamide-20-serum,Isntree,Serum,15.62,4.65,"Acne, Sensitive, Normal",N,"A, S"
isntree-real-rose-calming-mask,Isntree,Face Mask,16.6,4.52,Normal,N,
isntree-aloe-soothing-gel,Isntree,Moisturisers,15.95,4.57,Normal,N,
isntree-green-tea-fresh-emulsion,Isntree,Serum,18.26,4.53,Normal,N,
isntree-onion-newpair-spot-patch-basic,Isntree,Face Mask,4.95,4.56,"Acne, Sensitive, Normal",N,"A, S"
isntree-hyper-vitamin-c23-serum,Isntree,Serum,20.52,4.25,"Sensitive, Acne, Normal",N,"S, A"
isntree-yam-root-vegan-milk-cleanser,Isntree,Cleanser,23.07,4.87,"Dry, Normal","D, N",
isntree-mugwort-calming-cream,Isntree,Moisturisers,26.95,4.73,Normal,N,
isntree-mugwort-calming-ampoule-1,Isntree,Ampoules,23.95,4.61,"Acne, Irritated skin, Sensitive, Normal",N,"A, I, S"
isntree-ultra-low-molecular-hyaluronic-acid-serum,Isntree,Serum,19.54,4.89,"Acne, Dry, Sensitive, Normal","D, N","A, S"
isntree-onion-newpair-sunscreen-spf40-pa,Isntree,Sunscreen,18.56,4.69,"Dry, Normal","D, N",
isntree-onion-newpair-spot-patch-skin-fit,Isntree,Face Mask,3.95,4.88,Normal,N,
hyaluronic-acid-low-ph-cleansing-foam,Isntree,Cleanser,17.58,5.0,Normal,N,
isntree-green-tea-fresh-cleanser,Isntree,Cleanser,19.22,4.75,"Sensitive, Dry, Normal","D, N",S
isntree-yam-root-ilk-tone-up-sun-cream-spf50,Isntree,Sunscreen,22.45,4.25,"Acne, Normal",N,A
isntree-ultra-low-molecular-hyaluronic-acid-toner,Isntree,Toner,19.54,4.6,"Acne, Dry, Normal","D, N",A
isntree-hyaluronic-acid-daily-sun-gel-spf30,Isntree,Sunscreen,18.56,4.83,"Sensitive, Dry, Normal","D, N",S
isntree-hyper-acid4-30-serum,Isntree,Serum,20.95,4.73,Normal,N,
isntree-cica-relief-cream,Isntree,Moisturisers,25.95,5.0,Normal,N,
c-niacin-toning-cream,Isntree,Moisturisers,18.95,5.0,Normal,N,
isntree-onion-newpair-gel-cream,Isntree,Moisturisers,31.95,0.0,"Sensitive, Normal",N,S
isntree-chestnut-bha-2-clear-liquid,Isntree,Toner,22.48,3.5,"Pore care, Acne, Normal",N,"Pore, A"
isntree-yam-root-vegan-milk-cream,Isntree,Moisturisers,24.44,5.0,"Dry, Normal","D, N",
isntree-hyaluronic-acid-water-mist,Isntree,Toner,18.56,5.0,Normal,N,
isntree-chestnut-bha-0-9-clear-toner,Isntree,Toner,20.95,5.0,Normal,N,
isntree-onion-newpair-b5-ampoule,Isntree,Serum,21.95,5.0,"Acne, Sensitive, Dry, Normal","D, N","A, S"
isntree-onion-newpair-clear-pad,Isntree,Toner Pads,24.95,5.0,"Pigmentation, Acne, Sensitive, Normal",N,"P, A, S"
isntree-yam-root-vegan-milk-toner,Isntree,Toner,17.58,5.0,"Dry, Combination, Normal","D, C, N",
isntree-chestnut-lha-jelly-cleansing-oil,Isntree,Cleanser,22.95,4.8,Dry,D,
isntree-mugwort-calming-powder-wash,Isntree,Cleanser,15.95,5.0,Normal,N,
isntree-green-tea-fresh-serum,Isntree,Serum,27.38,5.0,"Sensitive, Normal",N,S
isntree-onion-newpair-essence-toner,Isntree,Toner,24.44,0.0,"Acne, Pigmentation, Dry, Normal","D, N","A, P"
isntree-aloe-soothing-emulsion,Isntree,Moisturisers,17.52,0.0,"Sensitive, Acne, Normal",N,"S, A"
isoi-blemish-care-up-serum,iSOi,Serum,31.95,4.2,Normal,N,
isoi-acni-dr-1st-speedy-spot,iSOi,Moisturisers,17.31,5.0,Normal,N,
isoi-acni-dr-1st-control-tonic,iSOi,Toner,23.09,5.0,Normal,N,
isoi-blemish-care-up-cream,iSOi,Moisturisers,48.95,5.0,Normal,N,
isoi-bulgarian-rose-blemish-care-mask,iSOi,Face Mask,4.95,4.5,Normal,N,
isoi-acni-dr-1st-cleansing,iSOi,Cleanser,25.25,5.0,Normal,N,
isoi-bulgarian-rose-blemish-care-tonic-essence,iSOi,Toner,59.95,0.0,Normal,N,
its-skin-the-fresh-sheet-mask,It'S SKIN,Face Mask,2.2,4.0,"Sensitive, Normal",N,S
its-skin-power-10-formula-ye-effector-dullness-corrector,It'S SKIN,Serum,20.95,0.0,"Acne, Sensitive, Normal",N,"A, S"
its-skin-power-10-formula-li-cream-firefighter,It'S SKIN,Moisturisers,21.95,0.0,"Dry, Sensitive, Normal","D, N",S
its-skin-power-10-formula-li-soothing-gel-cream,It'S SKIN,Moisturisers,21.95,0.0,Normal,N,
iunik-calendula-complete-cleansing-oil,IUNIK,Cleanser,15.5,4.55,Normal,N,
iunik-centella-calming-gel-cream,IUNIK,Moisturisers,11.25,4.51,"Sensitive, Oily",O,S
iunik-beta-glucan-daily-moisture-cream,IUNIK,Moisturisers,11.21,4.61,"Dry, Sensitive",D,S
iunik-tea-tree-relief-serum,IUNIK,Serum,13.66,4.63,"Combination, Oily, Sensitive","C, O",S
iunik-centella-bubble-cleansing-foam,IUNIK,Cleanser,12.68,4.63,Normal,N,
iunik-propolis-vitamin-sleeping-mask,IUNIK,Face Mask,11.21,4.69,Normal,N,
iunik-black-snail-restore-serum,IUNIK,Serum,13.96,4.68,Normal,N,
iunik-propolis-vitamin-synergy-serum,IUNIK,Serum,13.47,4.66,"Normal, Dry, Sensitive","N, D",S
iunik-centella-calming-daily-sunscreen,IUNIK,Sunscreen,14.0,4.45,"Normal, Sensitive",N,S
iunik-black-snail-restore-cream,IUNIK,Moisturisers,13.44,4.59,Normal,N,
iunik-centella-mild-cleansing-foam,IUNIK,Cleanser,12.68,4.7,Normal,N,
iunik-beta-glucan-power-moisture-serum,IUNIK,Serum,16.59,4.52,Normal,N,
iunik-centella-mini-set,IUNIK,Serum,14.19,4.65,Normal,N,
iunik-vitamin-hyaluronic-acid-vitalizing-toner,IUNIK,Toner,15.62,4.75,Normal,N,
iunik-lime-moisture-mild-peeling-gel,IUNIK,Exfoliators,9.74,4.26,Normal,N,
iunik-tea-tree-relief-toner,IUNIK,Toner,16.11,4.66,Normal,N,
iunik-rose-galactomyces-synergy-serum,IUNIK,Serum,14.15,4.62,Normal,N,
iunik-centella-calming-ac-spot-cream,IUNIK,Moisturisers,15.62,4.39,"Acne, Oily, Sensitive",O,"A, S"
iunik-propolis-edition-skincare-set,IUNIK,Set,16.95,4.72,Normal,N,
iunik-black-snail-edition-skincare-set,IUNIK,Set,16.95,4.86,Normal,N,
iunik-propolis-vitamin-eye-cream-set,IUNIK,Set,14.95,4.67,Normal,N,
iunik-centella-edition-skincare-set,IUNIK,Set,16.95,4.56,Normal,N,
iunik-noni-light-oil-serum,IUNIK,Serum,16.1,4.83,Normal,N,
iunik-beta-glucan-edition-skincare-set,IUNIK,Set,16.95,4.48,Normal,N,
iunik-rose-galactomyces-essential-toner,IUNIK,Toner,15.62,4.72,Normal,N,
iunik-centella-green-fresh-cleansing-oil,IUNIK,Cleanser,21.95,4.73,Normal,N,
jayjun-intensive-shining-mask,JAYJUN,Face Mask,4.95,0.0,Normal,N,
jumiso-all-day-vitamin-brightening-balancing-facial-serum,Jumiso,Serum,15.52,4.62,Normal,N,
jumiso-all-day-vitamin-pure-c-5-5-glow-serum,Jumiso,Serum,21.5,4.55,Normal,N,
jumiso-all-day-vitamin-clean-mild-facial-cleanser,Jumiso,Cleanser,11.21,4.6,Normal,N,
jumiso-all-day-vitamin-vc-ip-1-0-firming-serum,Jumiso,Serum,15.53,4.48,Normal,N,
jumiso-super-soothing-cica-aloe-facial-serum,Jumiso,Serum,16.11,4.7,Normal,N,
beauty-of-joseon-snail-mucin-95-peptide-facial-essence,Jumiso,Essence,21.45,4.36,"Acne, Acne, Dry, Sensitive, Normal","D, N","A, A, S"
jumiso-waterfull-hyaluronic-sun-screen-spf50-pa,Jumiso,Sunscreen,14.95,3.94,Normal,N,
jumiso-all-day-vitamin-nourishing-recharging-wash-off-mask,Jumiso,Face Mask,22.95,4.9,Normal,N,
jumiso-super-soothing-cica-aloe-sunscreen,Jumiso,Sunscreen,14.95,3.12,Normal,N,
jumiso-waterfull-hyaluronic-acid-serum,Jumiso,Serum,24.44,4.5,"Acne, Normal",N,A
jumiso-waterfull-hyaluronic-acid-toner,Jumiso,Toner,21.95,5.0,"Sensitive, Dry, Normal","D, N",S
jumiso-pore-purifying-salicylic-acid-foaming-cleanser,Jumiso,Cleanser,13.95,0.0,Normal,N,
jumiso-antioxidant-glow-facial-essence,Jumiso,Serum,17.95,0.0,"Acne, Sensitive, Normal",N,"A, S"
jumiso-all-day-vitamin-glow-boost-facial-toner,Jumiso,Toner,23.95,0.0,"Acne, Dry, Normal","D, N",A
jumiso-waterfull-hyaluronic-acid-cream,Jumiso,Moisturisers,22.95,0.0,"Sensitive, Normal",N,S
jumiso-pore-clearing-cleansing-oil,Jumiso,Cleanser,22.95,0.0,Normal,N,
jumiso-awe-sun-airy-fit-daily-moisturizer-with-sunscreen-spf,Jumiso,Sunscreen,14.95,0.0,"Dry, Sensitive, Normal","D, N",S
jumiso-super-soothing-cica-aloe-essence-toner,Jumiso,Toner,23.95,0.0,"Sensitive, Dry, Normal","D, N",S
kahi-wrinkle-bounce-multi-balm,KAHI,Multi Balm,28.36,4.26,"Dry, Normal","D, N",
kaine-kombu-balancing-ampoule-toner,KAINE,Toner,19.54,4.73,Normal,N,
kaine-chaga-collagen-charging-serum,KAINE,Serum,17.58,4.68,Normal,N,
kaine-vegan-collagen-youth-cream,KAINE,Moisturisers,21.5,4.53,Normal,N,
kaine-rosemary-relief-gel-cleanser,KAINE,Cleanser,14.64,4.61,Normal,N,
kaine-vita-drop-serum,KAINE,Serum,17.95,4.69,Normal,N,
kaine-green-calm-aqua-cream,KAINE,Moisturisers,19.98,4.0,"Sensitive, Normal",N,S
kaine-green-fit-pro-sun-1,KAINE,Sunscreen,21.95,4.0,"Sensitive, Normal",N,S
kaine-rosemary-aha-night-serum,KAINE,Serum,21.95,5.0,"Dry, Sensitive, Acne, Normal","D, N","S, A"
kaine-kombu-barrier-ampoule,KAINE,Ampoules,21.95,4.33,"Sensitive, Dry, Normal","D, N",S
dear-klairs-freshly-juiced-vitamin-drop,Klairs,Serum,25.42,4.65,Normal,N,
dear-klairs-midnight-blue-calming-cream,Klairs,Moisturisers,27.95,4.73,Normal,N,
dear-klairs-gentle-black-deep-cleansing-oil,Klairs,Cleanser,21.64,4.6,Normal,N,
dear-klairs-supple-preparation-unscented-toner,Klairs,Toner,21.99,4.77,Normal,N,
dear-klairs-rich-moist-soothing-cream,Klairs,Moisturisers,26.4,4.58,Normal,N,
dear-klairs-rich-moist-soothing-tencel-sheet-mask,Klairs,Face Mask,3.37,4.45,Normal,N,
dear-klairs-freshly-juiced-vitamin-e-mask,Klairs,Face Mask,26.89,4.38,Normal,N,
dear-klairs-midnight-blue-youth-activating-drop,Klairs,Serum,29.34,4.42,Normal,N,
dear-klairs-midnight-blue-calming-sheet-mask,Klairs,Face Mask,3.37,4.45,Normal,N,
dear-klairs-gentle-black-fresh-cleansing-oil,Klairs,Cleanser,25.42,4.57,Normal,N,
dear-klairs-rich-moist-foaming-cleanser,Klairs,Cleanser,18.45,4.36,Normal,N,
dear-klairs-supple-preparation-facial-toner,Klairs,Toner,21.77,4.83,Normal,N,
dear-klairs-fundamental-water-gel-cream,Klairs,Moisturisers,30.81,4.0,Normal,N,
dear-klairs-rich-moist-soothing-serum,Klairs,Serum,22.97,4.46,Normal,N,
dear-klairs-gentle-black-sugar-facial-polish,Klairs,Face Mask,23.46,4.5,Normal,N,
dear-klairs-fundamental-watery-oil-drop,Klairs,Serum,31.95,4.78,Normal,N,
dear-klairs-all-day-airy-sunscreen-spf50-pa,Klairs,Sunscreen,16.58,3.67,Normal,N,
dear-klairs-gentle-black-facial-cleanser,Klairs,Cleanser,21.95,4.86,Normal,N,
dear-klairs-fundamental-ampule-mist,Klairs,Toner,26.94,3.5,Normal,N,
klavuu-white-pearlsation-enriched-divine-pearl-cream,Klavuu,Moisturisers,30.95,5.0,Normal,N,
