product,vendor,category,price,ranking,skin_type,skin_type_code,skin_problem_code
numbuzin-no-3-skin-softening-serum,Numbuzin,Serum,22.48,4.51,Normal,N,
numbuzin-no-3-super-glowing-essence-toner,Numbuzin,Toner,19.54,4.65,Normal,N,
numbuzin-no-5-vitamin-concentrated-serum,Numbuzin,Serum,24.95,4.52,"Sensitive, Normal",N,S
numbuzin-no-3-porcelain-base-skip-tone-up-beige-spf50,Numbuzin,Moisturisers,18.95,4.44,Normal,N,
numbuzin-no-6-deep-sleep-mask-serum,Numbuzin,Serum,23.63,4.73,Normal,N,
numbuzin-no-4-collagen-73-pudding-serum,Numbuzin,Serum,24.44,4.76,Normal,N,
numbuzin-no-5-vitamin-niacinamide-concentrated-pad,Numbuzin,Toner,20.95,4.69,"Pigmentation, Dry, Normal","D, N",P
numbuzin-no-5-goodbye-blemish-serum,Numbuzin,Serum,24.44,4.58,Normal,N,
numbuzin-no-3-radiance-glowing-jumbo-essence-pad,Numbuzin,Toner,20.52,4.88,Normal,N,
numbuzin-no-5-daily-multi-vitamin-cream,Numbuzin,Moisturisers,25.42,4.58,Normal,N,
numbuzin-no-1-easy-peasy-cleansing-oil,Numbuzin,Cleanser,23.46,4.38,Normal,N,
numbuzin-no-1-clear-filter-sun-essence,Numbuzin,Sunscreen,20.95,4.77,"Sensitive, Dry, Normal","D, N",S
numbuzin-no-2-protein-43-creamy-serum,Numbuzin,Serum,24.44,4.35,Normal,N,
no-3-pore-reset-ampoule-shot,Numbuzin,Serum,24.95,4.83,Normal,N,
numbuzin-no-1-glossy-essence-serum,Numbuzin,Serum,24.44,4.47,Normal,N,
numbuzin-no-1-dewy-glow-spa-sheet-mask,Numbuzin,Face Mask,3.49,4.23,Normal,N,
numbuzin-no-2-water-collagen-65-voluming-sheet-mask-1,Numbuzin,Face Mask,3.95,4.71,Normal,N,
numbuzin-no-1-pure-full-calming-herb-toner,Numbuzin,Toner,27.95,4.5,"Sensitive, Acne, Normal",N,"S, A"
numbuzin-no-2-water-collagen-65-voluming-sheet-mask,Numbuzin,Face Mask,3.49,3.88,Normal,N,
numbuzin-no-3-velvet-beauty-cream,Numbuzin,Moisturisers,19.98,4.64,Normal,N,
numbuzin-no-5-vitamin-spotlight-sheet-mask,Numbuzin,Face Mask,2.95,5.0,"Pigmentation, Sensitive, Normal",N,"P, S"
numbuzin-no-4-icy-soothing-sheet-mask,Numbuzin,Face Mask,3.86,5.0,Normal,N,
numbuzin-no-4-pore-zero-peeled-egg-toner-pad1-1,Numbuzin,Toner,20.52,4.83,"Pore care, Sensitive, Normal",N,"Pore, S"
numbuzin-no-1-pantothenic-b5-active-soothing-cream,Numbuzin,Moisturisers,24.44,5.0,Normal,N,
numbuzin-no-1-centella-re-leaf-green-toner-pad,Numbuzin,Toner,24.44,4.0,"Acne, Dry, Normal","D, N",A
numbuzin-no-4-full-nutrient-firming-cream,Numbuzin,Moisturisers,19.98,5.0,"Normal, Dry","N, D",
numbuzin-no-1-pantothenic-b5-active-soothing-serum,Numbuzin,Serum,21.95,0.0,"Pigmentation, Acne, Normal",N,"P, A"
numbuzin-no-2-deep-clean-fresh-cream-cleanser,Numbuzin,Cleanser,11.95,0.0,Dry,D,
numbuzin-no-4-hydrating-glow-mineral-toner,Numbuzin,Toner,19.95,5.0,"Pigmentation, Sensitive, Normal",N,"P, S"
numbuzin-no-2-cica-ceramide-repair-cream,Numbuzin,Moisturisers,20.98,0.0,Dry,D,
numbuzin-no-7-mild-green-soothing-serum,Numbuzin,Serum,21.39,0.0,Normal,N,
ohora-pro-easy-dual-stick,Ohora,,21.95,0.0,Normal,N,
one-thing-centella-asiatica-extract-toner,ONE THING,Toner,24.95,4.38,Normal,N,
one-thing-artemisia-capillaris-extract-toner,ONE THING,Toner,32.95,5.0,Normal,N,
one-thing-centella-soothing-cream,ONE THING,Moisturisers,25.85,4.75,Normal,N,
one-thing-green-tea-serum,ONE THING,Serum,29.95,5.0,Normal,N,
one-thing-niacinamide-10-toner,ONE THING,Toner,25.95,5.0,Normal,N,
one-thing-houttuynia-cordata-extract,ONE THING,Toner,24.95,4.33,Normal,N,
one-thing-hyaluronic-acid-complex-essence,ONE THING,Essence,26.95,3.0,Normal,N,
one-thing-centella-asiatica-serum,ONE THING,Serum,29.95,3.0,Normal,N,
one-thing-houttuynia-serum,ONE THING,Serum,29.95,5.0,Normal,N,
one-thing-serum-collection-gift-set,ONE THING,Serum,44.95,4.67,Normal,N,
one-thing-tangerine-serum,ONE THING,Serum,29.95,3.0,Normal,N,
ongredients-skin-barrier-calming-lotion,Ongredients,Moisturisers,14.95,4.62,"Dry, Normal","D, N",
ongredients-jeju-green-tea-cleansing-ball,Ongredients,Cleanser,14.95,0.0,"Acne, Sensitive, Normal",N,"A, S"
ongredients-butterfly-pea-cleansing-ball,Ongredients,Cleanser,14.95,5.0,"Acne, Sensitive, Normal",N,"A, S"
ongredients-revitalizing-toner-pad,Ongredients,Toner Pads,21.95,5.0,"Sensitive, Dry, Normal","D, N",S
ongredients-perfect-melting-cleansing-balm,Ongredients,Cleanser,23.95,5.0,Normal,N,
ongredients-jeju-cica-cleansing-ball,Ongredients,Cleanser,14.95,4.0,"Acne, Sensitive, Normal",N,"A, S"
ongredients-cera-calming-serum,Ongredients,Serum,23.95,0.0,"Sensitive, Dry, Normal","D, N",S
ongredients-revitalizing-serum,Ongredients,Serum,23.95,0.0,"Sensitive, Dry, Dry","D, D",S
petitfee-black-pearl-gold-hydrogel-mask-pack,Petitfee,Face Mask,2.95,5.0,Normal,N,
petitfee-gold-snail-mask-pack,Petitfee,Face Mask,2.51,3.83,Normal,N,
petitfee-b-glucan-enzyme-powder-wash,Petitfee,Cleanser,19.95,4.67,Normal,N,
petitfee-gold-mask-pack,Petitfee,Face Mask,2.95,4.83,Normal,N,
petitfee-agave-cooling-hydrogel-face-mask,Petitfee,Face Mask,2.88,4.33,Normal,N,
petitfee-chamomile-lightening-hydrogel-face-mask,Petitfee,Face Mask,2.45,4.11,Normal,N,
petitfee-dry-essence-foot-pack,Petitfee,,3.42,5.0,Normal,N,
petitfee-artichoke-soothing-hydrogel-face-mask,Petitfee,Face Mask,2.95,0.0,"Sensitive, Normal",N,S
petitfee-blackhead-melting-mask,Petitfee,Face Mask,5.95,0.0,Normal,N,
petifee-gold-neck-pack,Petitfee,Face Mask,14.95,0.0,"Dry, Normal","D, N",
purito-seoul-wonder-releaf-centella-serum-unscented,Purito SEOUL,Serum,18.86,4.77,"Sensitive, Dry, Normal","D, N",S
purito-from-green-cleansing-oil,Purito SEOUL,Cleanser,19.54,4.61,Normal,N,
purito-wonder-releaf-centella-spot-patch,Purito SEOUL,Face Mask,8.31,4.68,Normal,N,
pure-vitamin-c-serum,Purito SEOUL,Serum,18.95,4.24,Normal,N,
purito-b5-panthenol-re-barrier-cream,Purito SEOUL,Moisturisers,24.95,4.64,"Sensitive, Dry, Normal","D, N",S
purito-oat-in-calming-gel-cream,Purito SEOUL,Moisturisers,14.6,4.6,Normal,N,
purito-dermide-cica-barrier-sleeping-pack,Purito SEOUL,Moisturisers,19.54,4.81,Normal,N,
purito-wonder-releaf-centella-cream-unscented,Purito SEOUL,Moisturisers,18.45,4.61,"Sensitive, Dry",D,S
purito-seoul-hydro-wave-deep-sea-cream,Purito SEOUL,Moisturisers,18.95,4.67,"Dry, Normal","D, N",
defence-barrier-ph-cleanser,Purito SEOUL,Cleanser,13.66,4.84,Normal,N,
purito-seoul-wonder-releaf-centella-eye-cream-unscented,Purito SEOUL,Moisturisers,14.64,4.71,"Sensitive, Dry",D,S
purito-wonder-releaf-centella-toner-unscented,Purito SEOUL,Toner,22.48,4.89,"Acne, Sensitive, Normal",N,"A, S"
purito-from-green-deep-foaming-cleanser,Purito SEOUL,Cleanser,15.17,4.59,Normal,N,
purito-seoul-wonder-releaf-centella-cream,Purito SEOUL,Moisturisers,18.5,4.43,Dry,D,
purito-seoul-wonder-releaf-centella-serum,Purito SEOUL,Serum,18.56,4.64,Normal,N,
purito-dermide-relief-barrier-moisturizer,Purito SEOUL,Moisturisers,21.5,4.36,Normal,N,
purito-soule-wonder-releaf-centella-toner,Purito SEOUL,Toner,21.5,4.88,"Dry, Normal","D, N",
purito-galacto-niacin-97-power-essence,Purito SEOUL,Essence,20.52,4.66,Normal,N,
purito-centella-unscented-mini-kit,Purito SEOUL,Set,15.95,4.61,Normal,N,
purito-seoul-daily-soft-touch-sunscreen,Purito SEOUL,Sunscreen,20.95,4.64,Normal,N,
purito-oat-in-intense-cream,Purito SEOUL,Moisturisers,22.48,4.36,Normal,N,
purito-sea-buckthorn-vital-70-cream,Purito SEOUL,Moisturisers,18.95,4.46,Normal,N,
purito-seoul-bakuchiol-timeless-bloom-revitalizing-serum,Purito SEOUL,Serum,24.95,4.35,Normal,N,
purito-fermented-complex-94-boosting-essence,Purito SEOUL,Essence,21.5,4.8,Normal,N,
purito-seoul-wonder-releaf-centella-daily-sun-lotion,Purito SEOUL,Sunscreen,22.39,4.93,"Sensitive, Dry, Normal","D, N",S
purito-oat-in-silky-toner,Purito SEOUL,Toner,21.5,4.55,Normal,N,
purito-seoul-green-avocado-cleansing-balm,Purito SEOUL,Cleanser,19.45,5.0,"Dry, Normal","D, N",
purito-seoul-hydro-wave-deep-sea-serum,Purito SEOUL,Serum,20.95,4.6,"Acne, Sensitive, Normal",N,"A, S"
purito-seoul-clear-code-superfruit-serum,Purito SEOUL,Serum,19.95,5.0,"Sensitive, Normal",N,S
purito-breeze-water-gel-cream,Purito SEOUL,Moisturisers,18.95,4.5,Normal,N,
purito-seoul-jeju-volcanic-scoria-konjac-sponge,Purito SEOUL,Cleanser,6.8,0.0,"Acne, Sensitive, Normal",N,"A, S"
purito-seoul-bamboo-charcoal-konjac-sponge,Purito SEOUL,Cleanser,6.8,0.0,Normal,N,
purito-seoul-clear-code-superfruit-cleanser,Purito SEOUL,Cleanser,17.49,0.0,Normal,N,
purito-seoul-timeless-bloom-retinol-spot-cream,Purito SEOUL,Moisturisers,20.52,0.0,"Anti-aging, Sensitive, Dry, Normal","D, N","Age, S"
pyunkang-yul-essence-toner,Pyunkang Yul,Toner,14.64,4.78,"Dry, Acne",D,A
pyungkang-yul-cleansing-foam,Pyunkang Yul,Cleanser,9.74,4.45,Normal,N,
acne-facial-cleanser,Pyunkang Yul,Cleanser,7.78,4.55,"Oily, Acne",O,A
pyunkang-yul-acne-spot-patch-super-thin,Pyunkang Yul,Face Mask,2.79,4.36,"Oily, Acne",O,A
pyunkang-yul-acne-cream,Pyunkang Yul,Moisturisers,8.46,4.37,"Combination, Oily, Acne","C, O",A
pyunkang-yul-low-ph-pore-deep-cleansing-foam,Pyunkang Yul,Cleanser,9.62,4.82,"Sensitive, Acne",,"S, A"
pyunkang-yul-nutrition-cream,Pyunkang Yul,Moisturisers,23.5,4.62,Dry,D,
essence-toner-100ml,Pyunkang Yul,Toner,10.72,4.65,Normal,N,
pyunkang-yul-mist-toner,Pyunkang Yul,Toner,14.64,4.57,Normal,N,
moisture-cream,Pyunkang Yul,Moisturisers,25.49,4.59,Sensitive,,S
pyunkang-yul-calming-mask-pack,Pyunkang Yul,Face Mask,1.95,4.67,Normal,N,
pyunkang-yul-calming-moisture-barrier-cream-1,Pyunkang Yul,Moisturisers,14.64,4.69,Normal,N,
pyunkang-yul-acne-toner,Pyunkang Yul,Toner,10.27,4.45,Normal,N,
pyunkang-yul-deep-cleansing-oil,Pyunkang Yul,Cleanser,21.18,4.37,Normal,N,
pyunkang-yul-moisture-serum,Pyunkang Yul,Serum,23.12,4.51,Normal,N,
pyunkang-yul-ato-cream-blue-label,Pyunkang Yul,Moisturisers,15.62,4.69,Normal,N,
pyunkang-yul-black-tea-revitalizing-mask,Pyunkang Yul,Face Mask,2.35,4.74,Normal,N,
intensive-repair-cream,Pyunkang Yul,Moisturisers,19.54,4.55,Normal,N,
pyunkang-yul-acne-spot-cream,Pyunkang Yul,Moisturisers,12.68,4.11,Normal,N,
pyunkang-yul-highly-moisturizing-essence-mask-pack,Pyunkang Yul,Face Mask,2.88,4.95,Normal,N,
pyunkang-yul-calming-moisture-mist,Pyunkang Yul,Toner,13.17,4.51,Normal,N,
pyunkang-yul-deep-clear-cleansing-balm,Pyunkang Yul,Cleanser,18.29,4.82,Normal,N,
pyunkang-yul-calming-toner-pad-1,Pyunkang Yul,Toner,16.61,4.57,Normal,N,
pyunkang-yul-peeling-gel,Pyunkang Yul,Exfoliators,13.21,4.39,Normal,N,
pyunkang-yul-calming-deep-moisture-toner,Pyunkang Yul,Toner,15.62,4.65,Normal,N,
pyunkang-yul-calming-moisture-repair-balm,Pyunkang Yul,Moisturisers,14.64,4.55,Normal,N,
pyunkang-yul-ato-moisturizing-soothing-gel-lotion,Pyunkang Yul,Moisturisers,14.64,4.59,Normal,N,
pyunkang-yul-moisture-ampoule,Pyunkang Yul,Serum,22.48,4.4,Normal,N,
pyunkang-yul-miniature-4-type-set,Pyunkang Yul,Set,16.95,4.62,Normal,N,
pyunkang-yul-balancing-gel,Pyunkang Yul,Moisturisers,20.76,4.37,Normal,N,
pyunkang-yul-calming-moisture-serum,Pyunkang Yul,Serum,14.55,4.67,Normal,N,
oil,Pyunkang Yul,Serum,18.56,4.74,Normal,N,
pyunkang-yul-calming-line-gift-set,Pyunkang Yul,Set,34.24,4.74,Normal,N,
moisture-skincare-set,Pyunkang Yul,Set,46.98,4.64,Normal,N,
pyunkang-yul-black-tea-line-gift-set,Pyunkang Yul,Set,68.54,4.83,Normal,N,
pyunkang-yul-miniature-travel-kit-4-steps,Pyunkang Yul,,27.95,4.43,Normal,N,
pyunkang-yul-clear-spot-patch,Pyunkang Yul,Face Mask,4.95,4.71,Normal,N,
pyunkang-yul-black-tea-enriched-cream,Pyunkang Yul,Moisturisers,37.95,4.63,Normal,N,
pyunkang-yul-calming-low-ph-foaming-cleanser,Pyunkang Yul,Cleanser,9.73,3.93,Normal,N,
balancing-gel,Pyunkang Yul,Moisturisers,16.6,4.5,Normal,N,
pyunkang-yul-best-skincare-set,Pyunkang Yul,Set,49.95,4.67,Normal,N,
pyunkang-yul-ato-mild-sun-cream,Pyunkang Yul,Sunscreen,22.94,4.05,Normal,N,
pyunkang-yul-moisture-soothing-sun-cream-spf50-pa,Pyunkang Yul,Sunscreen,20.95,4.39,Normal,N,
pyunkang-yul-black-tea-deep-infusion-toner,Pyunkang Yul,Toner,27.95,4.89,Normal,N,
real-barrier-extreme-cream-original,Real Barrier,Moisturisers,28.95,4.78,Normal,N,
real-barrier-cream-cleansing-foam,Real Barrier,Cleanser,15.95,4.63,Normal,N,
real-barrier-intense-moisture-cream,Real Barrier,Moisturisers,29.95,4.65,Normal,N,
real-barrier-essence-mist,Real Barrier,Toner,16.95,4.71,Normal,N,
real-barrier-extreme-essence-toner,Real Barrier,Toner,22.95,4.88,Normal,N,
real-barrier-aqua-soothing-cream,Real Barrier,Moisturisers,23.46,5.0,Normal,N,
real-barrier-extreme-cream-mask,Real Barrier,Face Mask,2.95,4.83,Normal,N,
real-barrier-extreme-cream-ampoule,Real Barrier,Serum,21.98,5.0,Normal,N,
real-barrier-control-t-cleansing-foam,Real Barrier,Cleanser,17.95,4.8,Normal,N,
real-barrier-aqua-soothing-ampoule,Real Barrier,Serum,21.95,5.0,"Dry, Sensitive, Normal","D, N",S
real-barrier-aqua-soothing-ampoule-mask,Real Barrier,Face Mask,2.95,5.0,Normal,N,
real-barrier-cicarelief-toner,Real Barrier,Toner,21.95,4.5,Normal,N,
real-barrier-cicarelief-cream,Real Barrier,Moisturisers,21.5,4.55,Normal,N,
real-barrier-aqua-soothing-toner,Real Barrier,Toner,19.98,4.2,Normal,N,
real-barrier-extreme-cream-light,Real Barrier,Moisturisers,24.95,5.0,"Dry, Normal","D, N",
rnw-der-esthe-dual-derm-spot-patch,RNW,Face Mask,10.95,4.65,Normal,N,
rnw-der-concentrate-ceramide-plus,RNW,Serum,29.95,4.66,Normal,N,
rnw-der-special-ceramide-cream,RNW,Moisturisers,29.95,4.75,Normal,N,
rnw-der-clear-bubble-deep-cleanser,RNW,Cleanser,24.95,4.83,Normal,N,
rnw-der-pore-peeling-toner-pad,RNW,Toner,19.95,4.36,Normal,N,
rnw-der-special-ceramide-mist,RNW,Toner,23.95,4.73,Normal,N,
rnw-2-step-clear-nose-pack,RNW,Face Mask,14.95,3.57,Normal,N,
rnw-der-concentrate-niacinamide-plus,RNW,Serum,29.95,4.62,Normal,N,
rnw-der-concentrate-4-terpineol-plus-serum,RNW,Serum,23.95,4.78,Normal,N,
rnw-der-advanced-revitalizing-neck-cream,RNW,Moisturisers,26.95,5.0,Normal,N,
rnw-der-pore-reducing-toner,RNW,Toner,27.95,5.0,Normal,N,
rnw-energy-ampoule-kit,RNW,Ampoules,24.95,4.25,"Sensitive, Normal",N,S
rnw-der-clear-purifying-cleansing-oil,RNW,Cleanser,29.95,4.57,Normal,N,
rnw-der-concentrate-hyaluronic-acid-plus,RNW,Serum,25.95,5.0,Normal,N,
rnw-balance-challenge-kit,RNW,Set,24.95,3.33,"Sensitive, Dry",D,S
rnw-der-pore-refining-black-mask,RNW,Face Mask,17.95,4.67,"Sensitive, Normal",N,S
rnw-der-moist-hyal-treatment-emulsion,RNW,Emulsion,19.95,5.0,"Dry, Normal","D, N",
rnw-der-blanc-shining-emulsion,RNW,Emulsion,21.95,4.0,"Dry, Normal","D, N",
rnw-der-blanc-shining-toner,RNW,Toner,27.95,5.0,"Sensitive, Dry, Normal","D, N",S
romand-back-me-tone-up-cushion-spf50,Romand,Sunscreen,24.95,2.0,Normal,N,
round-lab-birch-juice-moisturizing-sun-cream-spf50-pa,ROUND LAB,Sunscreen,17.59,4.78,Normal,N,
round-lab-1025-dokdo-cleanser,ROUND LAB,Cleanser,14.15,4.64,Normal,N,
round-lab-birch-juice-moisturizing-cleanser,ROUND LAB,Cleanser,15.62,4.58,Normal,N,
round-lab-1025-dokdo-toner,ROUND LAB,Toner,20.45,4.62,Normal,N,
round-lab-birch-juice-moisturizing-cream,ROUND LAB,Moisturisers,27.95,4.71,Normal,N,
round-lab-birch-juice-moisturizing-serum,ROUND LAB,Serum,24.44,4.94,Normal,N,
round-lab-1025-dokdo-lotion,ROUND LAB,Moisturisers,22.48,4.67,Normal,N,
round-lab-1025-dokdo-cream,ROUND LAB,Moisturisers,28.95,4.89,Normal,N,
round-lab-soybean-nourishing-cream,ROUND LAB,Moisturisers,24.44,4.38,Normal,N,
round-lab-soybean-nourishing-mask,ROUND LAB,Face Mask,2.95,4.77,Normal,N,
round-lab-mugwort-calming-cream,ROUND LAB,Moisturisers,32.95,4.54,Normal,N,
round-lab-soybean-nourishing-toner,ROUND LAB,Toner,26.4,4.25,Normal,N,
round-lab-1025-dokdo-ampule,ROUND LAB,Serum,29.95,4.8,Normal,N,
round-lab-1025-dokdo-sleeping-pack,ROUND LAB,Moisturisers,22.95,4.43,"Dry, Sensitive, Acne, Normal","D, N","S, A"
round-lab-1025-dokdo-cleansing-oil,ROUND LAB,Cleanser,23.45,4.8,Normal,N,
round-lab-birch-juice-moisturizing-toner,ROUND LAB,Toner,19.95,5.0,"Sensitive, Dry, Acne, Normal","D, N","S, A"
round-lab-birch-juice-moisturizing-mask,ROUND LAB,Face Mask,2.88,5.0,Normal,N,
round-lab-mugwort-calming-toner,ROUND LAB,Toner,17.51,0.0,"Sensitive, Dry, Normal","D, N",S
round-lab-1025-dokdo-mud-pack,ROUND LAB,Exfoliators,15.95,5.0,"Acne, Sensitive, Normal",N,"A, S"
round-lab-1025-dokdo-hydrating-water-gel-mask,ROUND LAB,Face Mask,2.95,5.0,Normal,N,
round-lab-pine-calming-cica-pad,ROUND LAB,Toner,26.4,0.0,"Acne, Dry, Sensitive, Normal","D, N","A, S"
round-lab-birch-juice-moisturizing-pad,ROUND LAB,Toner,26.4,5.0,Normal,N,
rovectin-lotus-water-cream,ROVECTIN,Moisturisers,25.95,4.93,Normal,N,
rovectin-aqua-hydration-gentle-cleansing-gel,ROVECTIN,Cleanser,19.95,4.67,Normal,N,
cica-care-sleeping-pack,ROVECTIN,Face Mask,29.34,5.0,Normal,N,
cica-care-balm,ROVECTIN,Moisturisers,29.95,4.67,Normal,N,
cica-care-purifying-toner,ROVECTIN,Toner,28.95,3.0,Normal,N,
rovectin-dr-mask-cica,ROVECTIN,Face Mask,4.95,5.0,Normal,N,
rovectin-lha-blemish-ampoule,ROVECTIN,Serum,35.95,5.0,Normal,N,
rovectin-clean-lotus-water-calming-toner,ROVECTIN,Toner,23.46,5.0,Normal,N,
skin-essentials-aqua-activating-serum,ROVECTIN,Serum,27.42,4.5,Normal,N,
rovectin-skin-essentials-activating-treatment-lotion,ROVECTIN,Toner,24.44,3.83,Normal,N,
rovectin-barrier-repair-multi-oil,ROVECTIN,Moisturisers,25.95,4.0,Normal,N,
snow-white-cream,Secret Key,Moisturisers,12.68,4.12,Normal,N,
lemon-sparkling-peeling-gel,Secret Key,Exfoliators,12.95,4.71,Normal,N,
starting-treatment-essential-mask,Secret Key,Face Mask,2.95,4.71,Normal,N,
witch-hazel-pore-clear-toner,Secret Key,Toner,10.95,4.6,Normal,N,
lemon-sparkling-cleansing-foam,Secret Key,Cleanser,11.95,4.6,Normal,N,
secret-key-tea-tree-refresh-calming-toner,Secret Key,Toner,12.95,4.43,"Normal, Oily, Combination","N, O, C",
starting-treatment-essence,Secret Key,Essence,23.95,4.64,Normal,N,
secret-key-rose-floral-softening-toner,Secret Key,Toner,11.5,4.2,"Dry, Normal","D, N",
secret-key-starting-treatment-rose-essence,Secret Key,Essence,23.95,4.14,Normal,N,
secret-key-black-out-pore-minimizing-pack,Secret Key,Face Mask,19.95,5.0,Normal,N,
serumkind-single-kind-mini-set,SERUMKIND,Serum,26.95,0.0,Normal,N,
serumkind-muscat-clearing-drop,SERUMKIND,Serum,36.95,4.5,Normal,N,
serumkind-deep-antarctic-drop,SERUMKIND,Serum,36.95,5.0,Normal,N,
serumkind-chaga-charging-drop,SERUMKIND,Serum,36.95,4.0,Normal,N,
serumkind-youth-glow,SERUMKIND,Serum,36.95,4.33,Normal,N,
serumkind-black-blossom-drop,SERUMKIND,Serum,36.95,0.0,Normal,N,
serumkind-iceland-moss-drop,SERUMKIND,Serum,36.95,0.0,Normal,N,
serumkind-yellomello-drop,SERUMKIND,Serum,36.95,0.0,Normal,N,
serumkind-purple-cabbage-drop,SERUMKIND,Serum,36.95,0.0,Normal,N,
sioris-time-is-running-out-mist,Sioris,Toner,20.95,4.67,Normal,N,
sioris-cleanse-me-softly-milk-cleanser,Sioris,Cleanser,26.95,4.52,Normal,N,
sioris-day-by-day-cleansing-gel,Sioris,Cleanser,21.95,4.58,Normal,N,
sioris-deep-in-a-barrier-cream,Sioris,Moisturisers,25.95,4.54,Normal,N,
sioris-falling-into-the-rose,Sioris,Toner,19.95,4.55,Normal,N,
sioris-my-first-essener,Sioris,Essence,21.21,4.75,Normal,N,
sioris-my-soft-grain-scrub,Sioris,Exfoliators,17.95,4.6,Normal,N,
sioris-a-calming-day-ampoule,Sioris,Serum,28.95,5.0,Normal,N,
sioris-enriched-by-nature-cream,Sioris,Moisturisers,29.51,4.5,Normal,N,
sioris-feel-so-fresh-toner,Sioris,Moisturisers,20.95,4.67,Normal,N,
skin-lab-vitamin-c-brightening-serum,SKIN & LAB,Serum,21.95,4.58,Normal,N,
retinol-repair-serum,SKIN & LAB,Moisturisers,22.98,4.66,Normal,N,
copy-of-barrierderm-intensive-cream-50ml,SKIN & LAB,Moisturisers,21.95,5.0,Dry,D,
skin-lab-bakuchiol-eye-serum,SKIN & LAB,Eye serum,29.49,4.17,"Anti-aging, Normal",N,Age
skin-lab-barrierderm-milky-serum,SKIN & LAB,Serum,23.95,4.88,Normal,N,
skin-lab-retinol-lifting-roller-cream,SKIN & LAB,Moisturisers,35.95,3.5,Normal,N,
vitamin-b-hydrating-gel-cream,SKIN & LAB,Moisturisers,21.95,4.78,Dry,D,
skin-lab-porebarrier-clear-pad,SKIN & LAB,Toner Pads,19.95,4.25,"Sensitive, Normal",N,S
skin-lab-porebarrier-cleansing-balm,SKIN & LAB,Cleanser,24.95,5.0,Normal,N,
skin-lab-niacinamide-recovery-serum,SKIN & LAB,Serum,27.38,5.0,"Sensitive, Acne, Pore care, Normal",N,"S, A, Pore"
barrierderm-mild-foam-cleanser,SKIN & LAB,Moisturisers,21.95,3.6,"Dry, Normal","D, N",
barrierderm-relief-balm,SKIN & LAB,Moisturisers,21.95,5.0,Dry,D,
barrierderm-think-family-sunscreen,SKIN & LAB,Sunscreen,24.95,5.0,Normal,N,
skin-lab-porebarrier-tightening-ampoule,SKIN & LAB,Ampoules,20.95,4.0,"Pore care, Dry, Normal","D, N",Pore
skin-lab-hybarrier-hyaluronic-capsule-cleanser,SKIN & LAB,Moisturisers,17.95,0.0,"Dry, Normal","D, N",
skin-lab-hybarrier-fresh-sun-lotion,SKIN & LAB,Sunscreen,21.95,0.0,"Dry, Dry","D, D",
skin-lab-hybarrier-hyaluronic-cream,SKIN & LAB,Moisturisers,27.95,5.0,"Dry, Sensitive, Normal","D, N",S
skin-lab-hybarrier-hyaluronic-essence,SKIN & LAB,Serum,33.95,0.0,"Dry, Normal","D, N",
skin1004-madagascar-centella-ampoule,SKIN1004,Serum,10.95,4.69,Normal,N,
skin1004-madagascar-centella-hyalu-cica-water-fit-sun-serum-spf50-pa,SKIN1004,Sunscreen,19.45,4.83,Normal,N,
skin1004-madagascar-centella-soothing-cream,SKIN1004,Moisturisers,17.49,4.67,Normal,N,
skin1004-madagascar-centella-light-cleansing-oil,SKIN1004,Cleanser,25.42,4.64,Normal,N,
skin1004-madagascar-centella-watergel-sheet-ampoule-mask,SKIN1004,Face Mask,2.34,4.82,Normal,N,
skin1004-madagascar-centella-tone-brightening-capsule-ampoule,SKIN1004,Serum,15.45,4.61,Normal,N,
skin1004-madagascar-centella-ampoule-foam,SKIN1004,Cleanser,16.11,4.75,Normal,N,
skin1004-madagascar-centella-toning-toner,SKIN1004,Toner,19.05,4.71,Normal,N,
skin1004-madagascar-centella-travel-kit,SKIN1004,Set,28.41,4.78,Normal,N,
skin1004-madagascar-centella-probio-cica-intensive-ampoule,SKIN1004,Serum,26.25,4.72,"Anti-aging, Sensitive, Dry",D,"Age, S"
skin1004-madagascar-centella-hyalu-cica-sleeping-pack,SKIN1004,Face Mask,19.45,4.36,Normal,N,
skin1004-madagascar-centella-poremizing-fresh-ampoule,SKIN1004,Serum,24.44,4.58,Normal,N,
skin1004-spot-cover-patch,SKIN1004,Face Mask,5.75,4.86,Normal,N,
skin-1004-madagascar-centella-air-fit-suncream-light-spf30-pa,SKIN1004,Sunscreen,19.49,4.66,Normal,N,
skin1004-madagascar-centella-probio-cica-enrich-cream,SKIN1004,Toner,23.95,4.7,"Anti-aging, Dry",D,Age
skin1004-madagascar-centella-air-fit-suncream-plus-spf50-pa,SKIN1004,Sunscreen,17.65,3.8,Normal,N,
skin1004-madagascar-centella-cream,SKIN1004,Moisturisers,21.45,4.31,Normal,N,
skin1004-madagascar-centella-poremizing-light-gel-cream,SKIN1004,Moisturisers,19.54,4.55,Normal,N,
skin1004-zombie-pack,SKIN1004,Face Mask,19.95,4.66,Normal,N,
skin1004-madagascar-centella-hyalu-cica-blue-serum,SKIN1004,Serum,15.17,3.35,Normal,N,
skin1004-madagascar-centella-tone-brightening-tone-up-sunscreen,SKIN1004,Sunscreen,22.48,3.3,Normal,N,
skin1004-madagascar-centella-poremizing-deep-cleansing-foam,SKIN1004,Cleanser,18.56,4.32,Normal,N,
skin1004-madagascar-centella-tea-trica-relief-ampoule,SKIN1004,Serum,25.07,3.58,Normal,N,
